Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,CITY,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_Flag
74741,59,14,single,rented,yes,Graphic_Designer,Vellore,Tamil_Nadu,6,11,0
5805375,77,16,single,rented,yes,Politician,Durgapur,West_Bengal,13,14,0
1883575,49,16,single,rented,yes,Technician,Jamnagar,Gujarat,14,12,0
1099947,48,0,single,rented,no,Librarian,Surat,Gujarat,0,10,0
8059284,72,1,single,rented,yes,Financial_Analyst,Satara,Maharashtra,1,13,0
635224,69,7,single,rented,yes,Technician,Vijayawada,Andhra_Pradesh,7,12,0
9420845,27,3,married,rented,no,Chef,Raichur,Karnataka,3,13,0
7716359,70,0,single,rented,no,Statistician,Udaipur,Rajasthan,0,12,0
3643187,77,20,single,rented,no,Web_designer,Bellary,Karnataka,12,14,0
6802871,54,20,single,rented,yes,Industrial_Engineer,Kadapa[23],Andhra_Pradesh,7,13,0
4027323,79,13,single,rented,no,Civil_servant,Nashik,Maharashtra,5,10,0
1873712,49,12,single,rented,no,Scientist,Davanagere,Karnataka,4,13,0
5460592,53,12,single,rented,no,Chef,Tinsukia,Assam,4,10,0
3393343,39,2,single,rented,yes,Drafter,Buxar[37],Bihar,2,13,0
831249,75,8,single,rented,no,Aviator,Bathinda,Punjab,8,11,0
1698802,71,3,single,rented,yes,Design_Engineer,Shimla,Himachal_Pradesh,3,14,0
4848679,48,3,single,rented,no,Fashion_Designer,Thrissur,Kerala,3,14,0
2145278,47,9,single,rented,yes,Firefighter,Anantapuram[24],Andhra_Pradesh,8,10,0
6670038,37,13,single,rented,no,Artist,Amaravati,Andhra_Pradesh,5,14,0
3386878,42,18,single,owned,yes,Technician,Sonipat,Haryana,3,14,0
6691539,66,6,single,rented,no,Police_officer,Mau,Uttar_Pradesh,6,11,0
6738140,65,4,single,rented,no,Consultant,Mahbubnagar,Telangana,4,13,0
2092893,50,2,single,rented,yes,Fashion_Designer,Thoothukudi,Tamil_Nadu,2,11,0
1073866,79,4,single,rented,no,Chef,Bhopal,Madhya_Pradesh,3,11,0
8055788,75,17,single,rented,no,Technical_writer,Jabalpur,Madhya_Pradesh,11,11,0
9652233,65,13,single,rented,no,Technical_writer,Gwalior,Madhya_Pradesh,12,14,0
6837002,74,15,single,rented,yes,Physician,Tiruvottiyur,Tamil_Nadu,14,10,0
7098144,60,1,single,rented,no,Chartered_Accountant,Dibrugarh,Assam,1,13,0
7583029,22,20,single,rented,no,Drafter,Srinagar,Jammu_and_Kashmir,11,11,0
8899778,21,6,single,rented,yes,Librarian,Warangal[11][12],Telangana,6,11,0
2860021,23,17,single,norent_noown,no,Biomedical_Engineer,Jhansi,Uttar_Pradesh,11,13,0
7535330,27,17,single,rented,yes,Computer_hardware_engineer,Navi_Mumbai,Maharashtra,5,10,0
2986107,21,15,single,rented,no,Consultant,Aurangabad,Maharashtra,8,13,0
9574852,48,14,single,rented,yes,Surveyor,South_Dumdum,West_Bengal,14,10,0
9292764,47,0,single,owned,no,Surgeon,Jhansi,Uttar_Pradesh,0,12,0
1925567,75,20,single,owned,yes,Chemical_engineer,Aligarh,Uttar_Pradesh,12,14,0
1562237,25,12,single,rented,no,Politician,Mango,Jharkhand,12,10,0
8953899,75,17,single,rented,no,Computer_hardware_engineer,Jorhat,Assam,7,11,0
1947108,47,9,married,owned,no,Flight_attendant,Vasai-Virar,Maharashtra,9,13,0
9312028,38,20,single,rented,no,Politician,Erode[17],Tamil_Nadu,5,13,0
7302729,70,14,single,rented,no,Aviator,Bongaigaon,Assam,11,11,0
8089960,64,11,single,rented,no,Technical_writer,Berhampore,West_Bengal,11,14,0
191660,70,10,single,rented,no,Secretary,Anand,Gujarat,4,14,0
2152981,77,14,single,rented,yes,Technician,Bally,West_Bengal,11,10,0
8237019,76,8,single,rented,yes,Hotel_Manager,Unnao,Uttar_Pradesh,8,12,0
3081814,32,12,single,owned,no,Aviator,Lucknow,Uttar_Pradesh,3,13,0
5338690,47,13,single,rented,no,Civil_servant,Bareilly,Uttar_Pradesh,13,11,0
5112412,69,9,single,rented,yes,Economist,Raichur,Karnataka,9,12,0
9307136,49,16,single,rented,no,Technical_writer,Karawal_Nagar,Delhi,8,13,0
1006955,31,20,single,rented,yes,Design_Engineer,Aligarh,Uttar_Pradesh,3,13,0
1141065,65,3,single,rented,no,Flight_attendant,Tinsukia,Assam,3,11,0
6642625,67,15,married,rented,no,Aviator,Ulhasnagar,Maharashtra,6,13,0
2727172,42,17,single,rented,no,Civil_servant,Morbi,Gujarat,10,11,0
6394243,39,13,single,owned,no,Army_officer,Vadodara,Gujarat,13,13,0
8212954,70,7,single,rented,no,Surveyor,Bardhaman,West_Bengal,5,14,0
1810939,67,15,single,rented,no,Biomedical_Engineer,Adoni,Andhra_Pradesh,4,13,0
4981319,72,19,single,rented,no,Technology_specialist,Kota[6],Rajasthan,9,13,0
4924865,46,18,single,rented,no,Artist,Kadapa[23],Andhra_Pradesh,14,11,0
7731935,25,3,single,norent_noown,yes,Artist,Nagpur,Maharashtra,3,13,0
7489827,77,13,single,rented,no,Software_Developer,HubliÃ¢â¬âDharwad,Karnataka,11,10,0
3426695,73,4,single,rented,no,Firefighter,Unnao,Uttar_Pradesh,4,14,0
4089728,22,18,single,rented,no,Scientist,Bulandshahr,Uttar_Pradesh,8,14,0
4220551,79,1,single,rented,no,Surveyor,Gurgaon,Haryana,1,14,0
9673547,47,6,married,rented,no,Computer_operator,Davanagere,Karnataka,4,12,0
9148621,43,9,single,rented,no,Police_officer,Bilaspur,Chhattisgarh,3,12,0
1097615,59,15,married,rented,no,Technician,Yamunanagar,Haryana,5,14,0
4171960,73,16,single,rented,no,Magistrate,Gorakhpur,Uttar_Pradesh,10,10,0
5692330,78,9,single,rented,no,Police_officer,Kurnool[18],Andhra_Pradesh,9,14,0
4638966,69,18,single,rented,yes,Artist,Siwan[32],Bihar,12,14,0
4849926,57,2,single,owned,yes,Industrial_Engineer,Maheshtala,West_Bengal,2,11,0
912537,27,20,single,rented,no,Flight_attendant,Bathinda,Punjab,11,11,0
5861916,48,11,single,rented,no,Chemical_engineer,Bokaro,Jharkhand,11,14,0
5775285,57,6,single,rented,no,Civil_servant,Orai,Uttar_Pradesh,6,10,0
5805375,77,16,single,rented,yes,Politician,Durgapur,West_Bengal,13,14,0
6533070,43,16,single,rented,yes,Fashion_Designer,Nadiad,Gujarat,6,13,0
7466449,64,11,single,rented,yes,Comedian,Kota[6],Rajasthan,10,13,0
8306358,47,15,single,rented,no,Petroleum_Engineer,Raurkela_Industrial_Township,Odisha,14,12,0
6298839,34,19,married,rented,yes,Petroleum_Engineer,Bidar,Karnataka,5,13,0
8190070,61,9,single,rented,yes,Mechanical_engineer,Bareilly,Uttar_Pradesh,3,12,0
226480,53,11,married,rented,no,Aviator,Danapur,Bihar,8,10,0
326455,27,20,single,rented,no,Drafter,Asansol,West_Bengal,3,14,0
7013255,75,10,single,owned,yes,Chemical_engineer,Bhilwara,Rajasthan,10,11,0
5125951,56,10,single,rented,yes,Physician,Narasaraopet,Andhra_Pradesh,7,13,0
415703,56,5,single,rented,no,Artist,Bellary,Karnataka,5,11,0
912294,62,12,single,rented,yes,Official,Meerut,Uttar_Pradesh,7,12,0
1600707,39,4,single,rented,no,Designer,Varanasi,Uttar_Pradesh,4,12,0
6619894,44,16,married,rented,yes,Politician,Etawah,Uttar_Pradesh,6,14,0
930303,79,4,single,rented,yes,Consultant,Indore,Madhya_Pradesh,4,14,0
5403886,29,14,single,rented,no,Scientist,Gudivada,Andhra_Pradesh,7,10,0
6979242,33,2,single,rented,no,Scientist,Vadodara,Gujarat,2,11,0
583557,27,3,single,rented,no,Analyst,Bhalswa_Jahangir_Pur,Delhi,3,10,0
1532701,79,2,single,rented,no,Graphic_Designer,Hapur,Uttar_Pradesh,2,12,0
6488838,69,12,single,norent_noown,yes,Graphic_Designer,Dharmavaram,Andhra_Pradesh,9,14,0
9247929,48,4,single,rented,yes,Geologist,Surendranagar_Dudhrej,Gujarat,3,13,0
6581210,70,11,single,rented,no,Air_traffic_controller,Chinsurah,West_Bengal,11,14,0
3790999,76,6,single,rented,no,Technical_writer,Shivpuri,Madhya_Pradesh,6,13,0
850458,75,1,single,rented,no,Hotel_Manager,Ambala,Haryana,1,12,0
9244895,28,15,single,rented,no,Chef,Ongole,Andhra_Pradesh,13,14,0
2653315,76,8,married,rented,no,Secretary,Vasai-Virar,Maharashtra,8,12,0
3157162,48,11,single,rented,no,Magistrate,Anantapuram[24],Andhra_Pradesh,7,14,0
7566386,27,16,single,rented,no,Drafter,Nagercoil,Tamil_Nadu,14,10,0
2955309,29,17,single,rented,yes,Hotel_Manager,Khammam,Telangana,12,11,0
2062343,40,15,married,rented,yes,Aviator,Ballia,Uttar_Pradesh,14,11,0
7465121,37,2,single,rented,yes,Microbiologist,Siliguri,West_Bengal,2,12,0
1085302,69,4,single,rented,no,Flight_attendant,Panihati,West_Bengal,4,10,0
9409023,43,5,single,rented,no,Police_officer,Rohtak,Haryana,4,11,0
978787,22,12,single,rented,no,Graphic_Designer,Kirari_Suleman_Nagar,Delhi,6,12,0
1594575,55,7,single,rented,no,Artist,Hindupur,Andhra_Pradesh,7,12,0
7975781,36,15,single,rented,no,Scientist,Udaipur,Rajasthan,10,12,0
3666346,56,12,single,rented,no,Politician,Bhusawal,Maharashtra,12,11,0
8503714,38,2,married,rented,no,Design_Engineer,Panvel,Maharashtra,2,10,0
3634814,74,4,single,rented,no,Fashion_Designer,Durgapur,West_Bengal,4,11,0
978225,72,0,single,rented,yes,Industrial_Engineer,Salem,Tamil_Nadu,0,13,0
3420288,71,16,single,rented,no,Architect,Guna,Madhya_Pradesh,4,14,0
5902944,26,4,single,rented,no,Computer_hardware_engineer,Gangtok,Sikkim,4,14,0
5663883,37,4,single,rented,no,Artist,Ajmer,Rajasthan,4,11,0
7710784,61,19,single,rented,yes,Graphic_Designer,Raurkela_Industrial_Township,Odisha,3,10,0
3604307,22,0,single,rented,no,Geologist,Bettiah[33],Bihar,0,13,0
582273,64,14,single,rented,no,Dentist,Karnal,Haryana,3,13,0
3295759,41,16,single,rented,no,Consultant,Anantapur,Andhra_Pradesh,9,11,0
9665324,57,11,single,owned,no,Consultant,Dehradun,Uttarakhand,7,14,0
2307924,51,15,single,rented,yes,Fashion_Designer,Agra,Uttar_Pradesh,6,13,0
9348294,29,18,single,rented,no,Mechanical_engineer,Bettiah[33],Bihar,8,13,0
9215706,34,10,single,rented,yes,Designer,Sagar,Madhya_Pradesh,10,14,0
8007329,77,9,single,rented,yes,Architect,Hospet,Karnataka,9,13,0
5331462,57,20,single,rented,yes,Artist,Mehsana,Gujarat,8,14,0
4269729,70,8,single,rented,yes,Fashion_Designer,Unnao,Uttar_Pradesh,8,13,0
6986458,35,11,single,rented,no,Librarian,Chinsurah,West_Bengal,8,14,0
8828187,66,10,single,rented,no,Industrial_Engineer,Ongole,Andhra_Pradesh,8,11,0
2154976,35,7,single,rented,no,Economist,Chennai,Tamil_Nadu,7,11,0
1230389,33,18,single,rented,yes,Army_officer,Jorhat,Assam,9,10,0
5775285,57,6,single,rented,no,Civil_servant,Orai,Uttar_Pradesh,6,10,0
9738992,35,17,single,rented,yes,Surveyor,Aurangabad,Maharashtra,13,12,0
9664401,25,9,single,rented,no,Surgeon,Howrah,West_Bengal,6,14,0
6259059,70,8,married,rented,yes,Civil_servant,Chandigarh_city,Chandigarh,8,10,0
6598959,38,14,single,rented,no,Politician,Jaipur,Rajasthan,11,11,0
7755974,41,0,single,rented,yes,Geologist,Mango,Jharkhand,0,10,0
5616939,66,3,single,rented,yes,Air_traffic_controller,Amroha,Uttar_Pradesh,3,11,0
8553248,74,0,married,rented,yes,Statistician,Bhilwara,Rajasthan,0,14,0
5891075,45,11,single,rented,yes,Civil_engineer,Gwalior,Madhya_Pradesh,11,11,0
8390119,37,0,single,rented,no,Consultant,Guna,Madhya_Pradesh,0,14,0
8161703,34,2,married,rented,yes,Civil_servant,Siwan[32],Bihar,2,11,0
1077610,30,12,single,rented,no,Aviator,Chennai,Tamil_Nadu,9,11,0
1424842,28,3,single,rented,yes,Scientist,Guntakal,Andhra_Pradesh,3,11,0
9511802,55,10,single,rented,yes,Official,Korba,Chhattisgarh,4,14,0
7750253,45,9,single,rented,yes,Lawyer,Karimnagar,Telangana,9,11,0
9615150,74,1,single,rented,yes,Technology_specialist,Munger,Bihar,1,13,0
4655230,50,4,single,rented,yes,Biomedical_Engineer,Panihati,West_Bengal,4,10,0
6138360,29,16,single,rented,yes,Magistrate,Hapur,Uttar_Pradesh,11,13,0
624985,47,11,single,rented,no,Software_Developer,Varanasi,Uttar_Pradesh,6,11,0
1640008,38,5,single,rented,no,Architect,Mira-Bhayandar,Maharashtra,5,12,0
6084338,22,10,single,rented,no,Chef,Bharatpur,Rajasthan,10,12,0
9709186,50,20,single,rented,no,Politician,Tiruppur,Tamil_Nadu,9,11,0
109949,25,1,single,rented,no,Chemical_engineer,Bhilwara,Rajasthan,1,12,0
1808178,68,18,single,rented,yes,Design_Engineer,Orai,Uttar_Pradesh,14,12,0
2694059,76,12,single,rented,no,Physician,Jabalpur,Madhya_Pradesh,7,10,0
8990184,43,15,single,rented,no,Police_officer,Katihar,Bihar,3,10,0
3393850,59,18,single,rented,no,Chemical_engineer,Anantapur,Andhra_Pradesh,12,13,0
9082033,57,9,single,rented,no,Secretary,Kharagpur,West_Bengal,5,14,0
7164386,63,4,single,rented,no,Politician,Tirunelveli,Tamil_Nadu,3,10,0
4816663,40,18,single,rented,no,Architect,Amroha,Uttar_Pradesh,3,14,0
9385960,75,10,single,rented,no,Engineer,Thoothukudi,Tamil_Nadu,3,12,0
8423953,78,3,single,rented,no,Chartered_Accountant,New_Delhi,Delhi,3,12,0
2285062,38,2,single,rented,no,Dentist,Kakinada,Andhra_Pradesh,2,12,0
4387681,49,0,single,rented,no,Official,Bulandshahr,Uttar_Pradesh,0,10,0
4592797,66,20,single,rented,no,Computer_operator,Ambarnath,Maharashtra,13,11,0
7228850,75,5,single,rented,no,Biomedical_Engineer,Imphal,Manipur,5,10,0
5550769,59,5,married,rented,no,Technical_writer,Visakhapatnam[4],Andhra_Pradesh,5,11,0
9046915,35,9,single,rented,no,Comedian,Munger,Bihar,4,10,0
6330110,74,17,single,rented,no,Geologist,Chinsurah,West_Bengal,11,13,0
2846025,22,0,single,rented,no,Flight_attendant,Bongaigaon,Assam,0,13,0
9388165,29,19,single,rented,no,Economist,Rewa,Madhya_Pradesh,13,11,0
8639080,67,14,single,rented,no,Drafter,Tenali,Andhra_Pradesh,7,14,0
671223,74,7,single,rented,no,Flight_attendant,Bidar,Karnataka,6,13,0
659529,60,10,single,rented,no,Civil_engineer,Srinagar,Jammu_and_Kashmir,8,10,0
817369,23,12,single,rented,no,Surveyor,Mysore[7][8][9],Karnataka,11,13,0
9334042,52,10,single,rented,yes,Economist,Malegaon,Maharashtra,5,11,0
9110274,24,7,single,rented,no,Graphic_Designer,Amaravati,Andhra_Pradesh,7,10,0
9046485,63,3,single,rented,yes,Statistician,Unnao,Uttar_Pradesh,3,12,0
8588790,53,3,single,rented,yes,Air_traffic_controller,Bidar,Karnataka,3,14,0
9685699,62,6,single,rented,no,Physician,Medininagar,Jharkhand,6,10,0
7662947,46,17,married,rented,yes,Microbiologist,Solapur,Maharashtra,3,10,0
2875030,49,10,single,rented,no,Designer,Tezpur,Assam,10,10,0
3053891,25,14,single,rented,no,Firefighter,Proddatur,Andhra_Pradesh,14,11,0
4844257,38,11,single,rented,yes,Designer,Ajmer,Rajasthan,4,14,0
3372200,32,11,married,rented,no,Flight_attendant,Navi_Mumbai,Maharashtra,4,12,0
8639811,68,18,single,rented,no,Hotel_Manager,Rajkot,Gujarat,7,10,0
6485001,54,14,single,rented,no,Politician,Vijayanagaram,Andhra_Pradesh,5,14,0
5462646,42,18,married,rented,no,Politician,Sambhal,Uttar_Pradesh,11,11,0
7127792,36,8,single,norent_noown,no,Computer_hardware_engineer,Yamunanagar,Haryana,8,13,0
7716276,50,16,single,rented,no,Army_officer,Bhusawal,Maharashtra,13,12,0
7084312,72,19,single,rented,no,Biomedical_Engineer,Raebareli,Uttar_Pradesh,4,14,0
4753619,56,2,single,rented,no,Graphic_Designer,Vijayawada,Andhra_Pradesh,2,12,0
7452181,44,20,single,rented,yes,Dentist,Mangalore,Karnataka,13,14,0
718860,79,13,single,rented,no,Design_Engineer,Hazaribagh,Jharkhand,3,10,0
9504715,51,14,single,rented,yes,Consultant,Akola,Maharashtra,14,10,0
1345197,64,7,single,rented,no,Civil_engineer,Faridabad,Haryana,5,14,0
5176250,42,14,single,rented,no,Analyst,Bhiwani,Haryana,6,14,0
765211,38,13,single,rented,yes,Mechanical_engineer,Jhansi,Uttar_Pradesh,4,12,0
2615443,61,11,single,rented,yes,Computer_hardware_engineer,Loni,Uttar_Pradesh,11,12,0
6284818,68,11,married,rented,no,Technician,Sikar,Rajasthan,8,11,0
110031,34,4,single,rented,no,Computer_hardware_engineer,Asansol,West_Bengal,4,13,0
8030284,65,6,single,rented,no,Civil_engineer,Ghaziabad,Uttar_Pradesh,6,12,0
6963246,35,16,single,rented,no,Industrial_Engineer,Gurgaon,Haryana,14,12,0
4899333,30,16,single,rented,yes,Chef,Hapur,Uttar_Pradesh,5,14,0
2928073,54,13,single,rented,no,Surgeon,Agartala,Tripura,13,14,0
5554480,25,19,single,rented,yes,Engineer,Saharsa[29],Bihar,12,10,0
294302,67,7,single,rented,no,Air_traffic_controller,Jodhpur,Rajasthan,7,14,0
2745694,36,11,single,rented,no,Industrial_Engineer,"Khora,_Ghaziabad",Uttar_Pradesh,9,13,0
4542920,64,11,single,owned,yes,Physician,Mysore[7][8][9],Karnataka,11,14,0
7505343,58,15,single,rented,no,Chemical_engineer,Giridih,Jharkhand,4,14,0
9368198,79,17,single,rented,yes,Technician,Visakhapatnam[4],Andhra_Pradesh,11,11,0
8035749,64,16,single,rented,no,Lawyer,Kalyan-Dombivli,Maharashtra,10,11,0
1061632,75,6,single,rented,yes,Police_officer,Gorakhpur,Uttar_Pradesh,6,10,0
2624615,66,4,single,rented,yes,Computer_hardware_engineer,Vijayawada,Andhra_Pradesh,4,12,0
7283454,74,5,married,rented,no,Technical_writer,Machilipatnam,Andhra_Pradesh,5,11,0
5253114,50,7,single,owned,no,Computer_operator,Uluberia,West_Bengal,7,11,0
5231498,48,11,single,rented,yes,Technician,Katni,Madhya_Pradesh,3,10,0
4294874,69,1,single,rented,no,Technology_specialist,Narasaraopet,Andhra_Pradesh,1,12,0
8755619,42,20,single,rented,no,Official,Kadapa[23],Andhra_Pradesh,9,12,0
5059224,27,12,single,rented,no,Web_designer,Phagwara,Punjab,12,13,0
7121677,62,16,single,rented,no,Software_Developer,Panvel,Maharashtra,7,10,0
7067435,31,13,single,rented,no,Web_designer,Mango,Jharkhand,6,13,0
7651121,64,13,single,owned,no,Graphic_Designer,Nagpur,Maharashtra,6,13,0
6198507,28,14,single,rented,no,Civil_engineer,Surendranagar_Dudhrej,Gujarat,12,13,0
7714882,67,16,single,rented,no,Aviator,Raipur,Chhattisgarh,8,10,0
4620357,29,10,single,rented,no,Biomedical_Engineer,Sasaram[30],Bihar,5,10,0
6379099,66,11,single,rented,no,Drafter,Raurkela_Industrial_Township,Odisha,4,11,0
8973412,54,7,single,rented,no,Designer,Salem,Tamil_Nadu,5,12,0
8359091,60,5,single,rented,no,Graphic_Designer,Imphal,Manipur,5,13,0
9618732,38,11,single,rented,yes,Aviator,Guwahati,Assam,11,12,0
5616245,76,20,single,rented,yes,Surveyor,Kadapa[23],Andhra_Pradesh,13,13,0
8823581,27,15,single,rented,no,Police_officer,Satna,Madhya_Pradesh,10,12,0
8828187,66,10,single,rented,no,Industrial_Engineer,Ongole,Andhra_Pradesh,8,11,0
5430984,29,15,single,rented,no,Secretary,Bhopal,Madhya_Pradesh,13,12,0
8121180,78,17,single,rented,no,Statistician,Bhopal,Madhya_Pradesh,3,10,0
6979169,60,20,single,rented,no,Firefighter,Sikar,Rajasthan,4,11,0
5532605,23,19,single,owned,no,Statistician,Baranagar,West_Bengal,6,14,0
2382842,50,17,single,rented,yes,Economist,Dehri[30],Bihar,3,11,0
2034897,38,20,single,rented,no,Flight_attendant,Mau,Uttar_Pradesh,9,12,0
335570,73,13,single,rented,yes,Police_officer,Hajipur[31],Bihar,3,12,0
1585215,64,9,single,rented,no,Politician,Karnal,Haryana,9,10,0
368919,58,1,single,rented,no,Surgeon,Chinsurah,West_Bengal,1,14,0
3078173,59,12,single,rented,yes,Librarian,Parbhani,Maharashtra,9,10,0
6448514,30,6,single,rented,no,Magistrate,Bihar_Sharif,Bihar,6,10,0
7891626,24,20,single,rented,yes,Physician,Amaravati,Andhra_Pradesh,3,13,0
7582947,64,20,married,rented,yes,Secretary,Hapur,Uttar_Pradesh,5,12,0
6884150,69,3,single,rented,no,Microbiologist,Kochi,Kerala,3,11,0
579762,48,20,single,rented,no,Consultant,Coimbatore,Tamil_Nadu,12,11,0
6985683,77,13,single,rented,no,Physician,Kamarhati,West_Bengal,4,12,0
4139062,31,11,single,rented,no,Industrial_Engineer,Sonipat,Haryana,11,13,0
3777592,76,12,married,rented,yes,Economist,Kota[6],Rajasthan,4,10,0
3889920,79,8,single,rented,no,Computer_hardware_engineer,Jamnagar,Gujarat,8,11,0
5714288,44,0,single,rented,no,Chartered_Accountant,Bangalore,Karnataka,0,14,0
8663689,26,19,single,rented,no,Technology_specialist,Allahabad,Uttar_Pradesh[5],5,11,0
7110369,35,7,single,rented,yes,Computer_hardware_engineer,Mangalore,Karnataka,3,11,0
4559963,57,7,single,rented,yes,Computer_operator,Kolhapur,Maharashtra,7,10,0
4939745,39,6,single,rented,yes,Architect,Aizawl,Mizoram,3,11,0
7537675,45,4,single,rented,no,Graphic_Designer,Gopalpur,West_Bengal,4,14,0
3227716,71,10,single,rented,yes,Analyst,Kochi,Kerala,10,13,0
2570688,46,9,single,rented,no,Firefighter,Motihari[34],Bihar,9,11,0
6927783,30,3,single,rented,no,Firefighter,Mysore[7][8][9],Karnataka,3,12,0
7424998,33,9,single,rented,no,Psychologist,Panihati,West_Bengal,6,13,0
2436593,54,19,single,rented,no,Firefighter,Jehanabad[38],Bihar,6,13,0
1990293,54,15,single,rented,no,Web_designer,Nagpur,Maharashtra,4,10,0
8367421,59,3,single,rented,no,Air_traffic_controller,Dhanbad,Jharkhand,3,11,0
4145727,27,11,single,rented,no,Fashion_Designer,Panvel,Maharashtra,6,12,0
6285153,72,8,single,rented,yes,Chemical_engineer,Gwalior,Madhya_Pradesh,8,11,0
7525294,43,11,single,rented,yes,Magistrate,Siliguri,West_Bengal,4,14,0
8397564,71,0,single,rented,no,Designer,Raebareli,Uttar_Pradesh,0,12,0
2688797,32,10,single,rented,no,Geologist,Kharagpur,West_Bengal,9,13,0
7009156,36,20,married,rented,no,Aviator,Pallavaram,Tamil_Nadu,10,12,0
6887859,30,15,single,rented,no,Architect,Shivpuri,Madhya_Pradesh,7,13,0
6325513,69,15,single,rented,yes,Army_officer,Yamunanagar,Haryana,4,11,0
1006955,31,20,single,rented,yes,Design_Engineer,Aligarh,Uttar_Pradesh,3,13,0
1110768,34,3,single,rented,no,Computer_hardware_engineer,Bellary,Karnataka,3,11,0
3278154,56,20,single,rented,no,Technology_specialist,Gorakhpur,Uttar_Pradesh,6,12,0
5935317,78,15,single,rented,no,Architect,Sri_Ganganagar,Rajasthan,11,12,0
4390992,66,9,single,rented,no,Comedian,Nangloi_Jat,Delhi,9,14,0
6802871,54,20,single,rented,yes,Industrial_Engineer,Kadapa[23],Andhra_Pradesh,7,13,0
8786954,54,19,single,rented,no,Chef,Pallavaram,Tamil_Nadu,7,10,0
5633671,63,4,married,rented,no,Flight_attendant,Jammu[16],Jammu_and_Kashmir,3,11,0
7784617,53,7,married,rented,no,Biomedical_Engineer,Rajahmundry[19][20],Andhra_Pradesh,6,13,0
2936833,57,9,single,rented,yes,Biomedical_Engineer,Haldia,West_Bengal,9,13,0
7755016,58,18,single,rented,yes,Surgeon,Eluru[25],Andhra_Pradesh,7,10,0
5408156,77,2,single,rented,no,Chemical_engineer,Phusro,Jharkhand,2,14,0
3392005,61,11,single,rented,no,Petroleum_Engineer,Amroha,Uttar_Pradesh,6,13,0
4298524,38,6,married,rented,yes,Surveyor,Chittoor[28],Andhra_Pradesh,4,10,0
2615615,44,13,married,rented,no,Web_designer,Anantapuram[24],Andhra_Pradesh,4,12,0
5247047,65,9,single,rented,no,Industrial_Engineer,Belgaum,Karnataka,4,11,0
519314,35,19,married,rented,no,Drafter,Haldia,West_Bengal,5,11,0
7800702,74,16,single,rented,no,Politician,Dindigul,Tamil_Nadu,8,12,0
3031292,35,17,single,rented,yes,Architect,Kozhikode,Kerala,13,11,0
3227326,45,4,single,rented,no,Architect,Ludhiana,Punjab,4,12,0
4073521,36,2,single,rented,no,Civil_servant,Howrah,West_Bengal,2,12,0
9032196,68,11,single,rented,yes,Statistician,Solapur,Maharashtra,11,13,0
3241554,56,0,single,rented,no,Computer_hardware_engineer,Surat,Gujarat,0,14,0
2162328,52,7,single,rented,no,Army_officer,Bahraich,Uttar_Pradesh,7,12,0
9951774,40,12,single,rented,no,Hotel_Manager,Secunderabad,Telangana,7,12,0
4852369,68,6,single,rented,yes,Surgeon,Guntur[13],Andhra_Pradesh,6,13,0
4976661,22,9,single,rented,no,Architect,Kozhikode,Kerala,8,12,0
2955113,58,6,single,rented,no,Statistician,Medininagar,Jharkhand,5,12,0
7367762,67,16,single,rented,no,Official,Berhampore,West_Bengal,13,12,0
6672263,75,8,married,rented,yes,Army_officer,Nizamabad,Telangana,8,13,0
7747841,71,14,single,rented,no,Computer_operator,Madanapalle,Andhra_Pradesh,5,10,0
7350053,75,12,single,rented,no,Technical_writer,Tiruppur,Tamil_Nadu,11,11,0
9658695,74,19,single,rented,no,Fashion_Designer,Panihati,West_Bengal,8,11,0
612912,66,15,single,rented,no,Chef,Kanpur,Uttar_Pradesh,14,12,0
2697913,57,14,single,rented,no,Petroleum_Engineer,Panihati,West_Bengal,5,12,0
9361261,38,6,single,rented,no,Engineer,Tirupati[21][22],Andhra_Pradesh,6,14,0
2726309,21,13,single,rented,yes,Secretary,Agra,Uttar_Pradesh,10,11,0
1820950,75,5,single,rented,yes,Army_officer,Naihati,West_Bengal,5,13,0
1804194,56,10,single,rented,no,Air_traffic_controller,Cuttack,Odisha,10,11,0
8630531,23,8,single,rented,no,Consultant,Kavali,Andhra_Pradesh,8,14,0
8757417,69,5,single,rented,yes,Statistician,Jaunpur,Uttar_Pradesh,5,10,0
2264409,48,13,single,rented,no,Engineer,Karimnagar,Telangana,13,13,0
8515666,62,13,married,rented,no,Physician,Guntakal,Andhra_Pradesh,7,11,0
7226673,23,6,single,rented,no,Flight_attendant,Mysore[7][8][9],Karnataka,5,10,0
6638529,69,1,single,rented,no,Civil_servant,Muzaffarpur,Bihar,1,10,0
3589702,68,15,single,rented,no,Web_designer,Dhanbad,Jharkhand,5,13,0
2559385,74,14,married,rented,yes,Chemical_engineer,Latur,Maharashtra,9,12,0
8280263,28,16,single,rented,no,Flight_attendant,Aizawl,Mizoram,14,11,0
7107988,34,0,single,rented,no,Air_traffic_controller,Jalandhar,Punjab,0,14,0
6433116,37,12,single,rented,yes,Web_designer,Ratlam,Madhya_Pradesh,4,12,0
3331559,61,5,single,rented,no,Firefighter,Bidar,Karnataka,5,12,0
6702307,62,4,single,rented,no,Geologist,Silchar,Assam,4,13,0
3589719,46,10,single,rented,yes,Microbiologist,Chandrapur,Maharashtra,10,12,0
9899664,45,5,single,rented,no,Software_Developer,Bidhannagar,West_Bengal,5,10,0
